proyecto_id,titulo,publicacion_fecha,tipo,autor
HCDN134514,EXPRESAR PREOCUPACION POR LA CAIDA EN LA PRODUCCION DE CARNE VACUNA DURANTE EL AÑO 2011.,2012-03-14T00:00:00,DECLARACION,"MARTINEZ, JULIO CESAR"
HCDN134595,"PRESUPUESTO NACIONAL 2012 - LEY 26728: MODIFICACION DEL ARTICULO 16, SOBRE PARTIDAS ASIGNADAS AL FONDO NACIONAL PARA EL ENRIQUECIMIENTO Y CONSERVACION DE LOS BOSQUES NATIVOS.",2012-03-16T00:00:00,LEY,"VILLATA, GRACIELA SUSANA"
HCDN134598,FONDO NACIONAL CITRICOLA: CREACION.,2012-03-16T00:00:00,LEY,"CHIENO, MARIA ELENA PETRONA"
HCDN134817,"CREACION EN EL AMBITO DEL CONGRESO DE LA NACION ARGENTINA, LA COMISION BICAMERAL REVISORA DE NORMATIVA AMBIENTAL PARA LA ARMONIZACION DE DIRECTRICES AMBIENTALES DEL MERCADO COMUN DEL SUR (MERCOSUR) (REPRODUCCION DEL EXPEDIENTE 3138-D-10).",2012-03-20T00:00:00,LEY,"MICHETTI, MARTA GABRIELA"
HCDN134825,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LAS VACUNAS CONTRA LA FIEBRE AFTOSA, SU COMERCIALIZACION Y APLICACION.",2012-03-20T00:00:00,RESOLUCION,"BURYAILE, RICARDO"
HCDN134839,"SOLICITAR AL PODER EJECUTIVO DISPONGA CREAR UN GRUPO DE TRABAJO DE CARACTER PERMANENTE DENTRO DEL MERCOSUR PARA COMPATIBILIZAR LAS POLITICAS EXTERIORES DE LOS ESTADOS MIEMBROS, EN RELACION A LA ANTARTIDA.",2012-03-20T00:00:00,DECLARACION,"FERRARI, GUSTAVO ALFREDO HORACIO"
HCDN134841,EXPRESAR PREOCUPACION POR LA MODIFICACION EN EL SISTEMA DE COMERCIALIZACION Y APLICACION DE LA VACUNA CONTRA LA FIEBRE AFTOSA.,2012-03-20T00:00:00,DECLARACION,"BURYAILE, RICARDO"
HCDN134932,EXPRESAR PREOCUPACION POR LA DISTORSION QUE PRODUCE LA INTERVENCION OFICIAL EN EL MERCADO DE IMPORTACION DE CARNE DE CERDO.,2012-03-21T00:00:00,DECLARACION,"MARTINEZ, JULIO CESAR"
HCDN135082,"DECLARAR DE INTERES DE LA HONORABLE CAMARA EL TRABAJO DE INVESTIGACION CIENTIFICA ""TRATAMIENTO ALTERNATIVO POSCOSECHA DIRIGIDO A ELIMINAR AGENTES PATOGENOS EN FRUTOS CITRICOS"", EL CUAL OBTUVO EL PRIMER LUGAR EN LOS PREMIOS ARGENINTA A LA CALIDAD AGROALIMENTARIA EDICION VIII, OTORGADO EL DIA 14 DE DICIEMBRE DE 2011.",2012-03-23T00:00:00,DECLARACION,"GALLARDO, MIRIAM GRACIELA"
HCDN135084,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON EL ESTADO Y GRADO DE AVANCE DEL SISTEMA DE TRAZABILIDAD DE MEDICAMENTOS CREADO POR RESOLUCION DEL MINISTERIO DE SALUD - MSAL - 435/11.,2012-03-23T00:00:00,RESOLUCION,"OCAÑA, GRACIELA"
HCDN135176,"EXPRESAR PREOCUPACION POR LAS VERSIONES QUE INDICAN QUE ESPAÑA ESTUDIA FRENAR COMPRAS DE BIODIESEL COMO REPRESALIA POR LAS EMBESTIDAS DE NUESTROS GOBIERNOS, PROVINCIALES Y NACIONAL CONTRA LA EMPRESA REPSOL YPF.",2012-03-27T00:00:00,DECLARACION,"MARTINEZ, JULIO CESAR"
HCDN135183,EXPRESAR PREOCUPACION POR EL POSIBLE NUEVO INCUMPLIMIENTO DE LA CUOTA HILTON EN EL AÑO 2012.,2012-03-27T00:00:00,DECLARACION,"MARTINEZ, JULIO CESAR"
HCDN135189,"COMISION FEDERAL DE ADJUDICACION DE LA CUOTA HILTON Y OTRAS CUOTAS DE CORTES DE CARNES VACUNAS PARA EXPORTACION: CREACION EN EL AMBITO DEL MINISTERIO DE AGRICULTURA, GANADERIA Y PESCA DE LA NACION.",2012-03-28T00:00:00,LEY,"ASPIAZU, LUCIO BERNARDO"
HCDN135424,"EXPRESAR PREOCUPACION POR LA QUEJA REFERENTE A LAS TRABAS DE IMPORTACIONES ESTABLECIDAS POR EL GOBIERNO NACIONAL, REALIZADAS POR LA ORGANIZACION MUNDIAL DE COMERCIO (OMC).",2012-04-04T00:00:00,DECLARACION,"ATANASOF, ALFREDO NESTOR"
HCDN135428,SOLICITAR AL PODER EJECUTIVO DISPONGA LA PROMOCION DE PROGRAMAS REGIONALES DE CULTIVOS ENERGETICOS ALTERNATIVOS DESTINADOS A LA PRODUCCION DE BIOCOMBUSTIBLES.,2012-04-04T00:00:00,DECLARACION,"VILARIÑO, JOSE ANTONIO"
HCDN135592,EXPRESAR PREOCUPACION POR EL IMPACTO PRODUCIDO POR LA DEFORESTACION EN EL CAMBIO CLIMATICO Y LA BIODIVERSIDAD.,2012-04-11T00:00:00,RESOLUCION,"BIANCHI, IVANA MARIA"
HCDN135598,EXPRESAR PREOCUPACION POR LA ADVERTENCIA INTERNACIONAL A LA REPUBLICA ARGENTINA EN LA ORGANIZACION MUNDIAL DE COMERCIO (OMC) POR LAS RESTRICCIONES A LAS IMPORTACIONES.,2012-04-11T00:00:00,RESOLUCION,"BIANCHI, IVANA MARIA"
HCDN135631,"EXPRESAR BENEPLACITO POR LA DESIGNACION DE LA PROVINCIA DE MENDOZA COMO SEDE DE LA CUMBRE DE JEFES DE ESTADO DEL MERCOSUR Y PAISES ASOCIADOS, A REALIZARSE EN EL MES DE JUNIO DE 2012.",2012-04-11T00:00:00,DECLARACION,"GONZALEZ, JUAN DANTE"
HCDN135640,"EXPRESAR PREOCUPACION POR LAS MEDIDAS ADOPTADAS EN DETRIMENTO DE LAS IMPORTACIONES DE BIENES Y SERVICIOS, QUE ATENTAN CONTRA LOS COMPROMISOS ADOPTADOS POR NUESTRO PAIS EN EL MARCO DE LA ORGANIZACION MUNDIAL DE COMERCIO (OMC)"".",2012-04-11T00:00:00,DECLARACION,"MARTINEZ, JULIO CESAR"
HCDN135708,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE LOS RECLAMOS Y QUEJAS CONTRA NUESTRO PAIS ANTE LA ORGANIZACION MUNDIAL DE COMERCIO - OMC, COMO CONSECUENCIA DE LAS MEDIDAS ARANCELARIAS DE RESTRICCION A LAS IMPORTACIONES.",2012-04-13T00:00:00,RESOLUCION,"BULLRICH, PATRICIA"
HCDN135711,"EXPRESAR BENEPLACITO POR LA CAMPAÑA DE CONCIENTIZACION ""EL MERCOSUR UNIDO CONTRA EL TRABAJO INFANTIL"".",2012-04-13T00:00:00,DECLARACION,"ATANASOF, ALFREDO NESTOR"
HCDN135795,"DECLARAR DE INTERES DE LA HONORABLE CAMARA EL SEMINARIO: GANADERIA Y COMPROMISO. DIAGNOSTICO Y PROPUESTAS PARA EL CRECIMIENTO SOSTENIDO DE LA CADENA DE LA CARNE VACUNA, REALIZADO EL DIA 18 DE ABRIL DE 2012, EN LA CIUDAD DE RIO CUARTO, PROVINCIA DE CORDOBA.",2012-04-17T00:00:00,RESOLUCION,"MARTINEZ, JULIO CESAR"
HCDN135823,"DERECHO DE EXPORTACION PARA LAS CARNES TERMOPROCESADAS: DISMINUCION DE LA ALICUOTA, MODIFICACION DEL DECRETO 526/12.",2012-04-18T00:00:00,LEY,"CASAÑAS, JUAN FRANCISCO"
HCDN135884,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE LA QUEJA DE LA ORGANIZACION MUNDIAL DE COMERCIO (OMC) CON MOTIVO DE LAS RESTRICCIONES A LAS IMPORTACIONES POR PARTE DE LA REPUBLICA ARGENTINA.,2012-04-19T00:00:00,RESOLUCION,"DE MARCHI, OMAR"
HCDN135936,CREACION DEL FONDO PARA EL DESARROLLO DEL PEQUEÑO PRODUCTOR CITRICOLA (FODEPEC) DEL NOROESTE ARGENTINO (NEA).,2012-04-20T00:00:00,LEY,"BENEDETTI, ATILIO FRANCISCO SALVADOR"
HCDN136026,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA CUOTA HILTON PERIODO 2011/2012.,2012-04-25T00:00:00,RESOLUCION,"GONZALEZ, GLADYS ESTHER"
HCDN136027,"DECLARAR DE INTERES DE LA HONORABLE CAMARA DE DIPUTADOS DE LA NACION EL TERCER CONGRESO NACIONAL Y PRIMERO DEL MERCOSUR SOBRE TRATA Y TRAFICO DE PERSONAS ""OTRA MIRADA....TODAS LAS MIRADAS"", A REALIZARSE LOS DIAS 4 Y 5 DE SEPTIEMBRE DE 2012 EN VILLA MARIA, PROVINCIA DE CORDOBA.",2012-04-25T00:00:00,RESOLUCION,"SACCA, LUIS FERNANDO"
HCDN136133,"EXPRESAR RECHAZO POR EL HECHO DE VIOLENCIA PERPETRADO EL 1 DE MAYO DE 2012 CONTRA LA SEDE DE LA DELEGACION DE LA ""UNION EUROPEA"" EN LA CIUDAD AUTONOMA DE BUENOS AIRES.",2012-05-02T00:00:00,RESOLUCION,"CARMONA, GUILLERMO RAMON"
HCDN136138,"PEDIDO DE INFORMES AL PODER EJECUTIVO NACIONAL SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA EXPORTACION DE CARNES DE LA ""CUOTA HILTON"".",2012-05-02T00:00:00,RESOLUCION,"ASSEFF, ALBERTO"
HCDN136150,"EXPRESAR REPUDIO POR EL ATENTADO PERPETRADO AL EDIFICIO DE LA SEDE DE LA UNION EUROPEA EN LA CIUDAD AUTONOMA DE BUENOS AIRES, OCURRIDO EL 1 DE MAYO DE 2012.",2012-05-02T00:00:00,RESOLUCION,"THOMAS, ENRIQUE LUIS"
HCDN136261,"DECLARAR DE INTERES DE LA HONORABLE CAMARA LA PELICULA EL POZO CON DIRECCION DE RODOLFO CARNEVALE, FILMADA EN LA PROVINCIA DE SAN LUIS, BASADA EN EL AUTISMO.",2012-05-07T00:00:00,RESOLUCION,"BIANCHI, IVANA MARIA"
HCDN136316,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON EL FONDO NACIONAL PARA EL ENRIQUECIMIENTO Y LA CONSERVACION DE LOS BOSQUES NATIVOS, CREADO POR LEY 26331.",2012-05-09T00:00:00,RESOLUCION,"GARNERO, ESTELA RAMONA"
HCDN136329,"DECLARAR DE INTERES DE LA HONORABLE CAMARA EL PROGRAMA DE CAPACITACION VIRTUAL DE INSTITUTO DE PROMOCION DE LA CARNE VACUNA ARGENTINA (IPCVA): REPRODUCCION DEL BOVINO, INICIADO EL DIA 7 DE MAYO DE 2012.",2012-05-09T00:00:00,RESOLUCION,"MARTINEZ, JULIO CESAR"
HCDN136352,"LEY 23349 DEL IMPUESTO AL VALOR AGREGADO (IVA): MODIFICACION DEL ARTICULO 28, SOBRE REDUCCION DE LA ALICUOTA EN PRODUCTOS FITOSANITARIOS, SEMILLAS Y ORGANOS DE REPRODUCCION VEGETAL.",2012-05-09T00:00:00,LEY,"MARTINEZ, JULIO CESAR"
HCDN136355,"REGIMEN PARA LA AUTORIZACION, REGISTRO Y CONTROL DE PRODUCTOS FITOSANITARIOS. DEROGACION DEL DECRETO LEY 3489/58 Y DE LA LEY 17934.",2012-05-09T00:00:00,LEY,"MARTINEZ, JULIO CESAR"
HCDN136495,"REGIMEN FEDERAL PARA EL REGISTRO, COMERCIALIZACION Y CONTROL DE PRODUCTOS FITOSANITARIOS PARA LA PRODUCCION AGRICOLA SUSTENTABLE.",2012-05-10T00:00:00,LEY,"UÑAC, JOSE RUBEN"
HCDN136516,EXPRESAR PREOCUPACION POR LA CAIDA DEL CONSUMO DE CARNE VACUNA EN NUESTRO PAIS.,2012-05-11T00:00:00,DECLARACION,"MARTINEZ, JULIO CESAR"
HCDN136801,"SOLICITAR AL PODER EJECUTIVO DISPONGA LAS GESTIONES NECESARIAS PARA RETROTRAER LAS MEDIDAS PARA ARANCELARIAS ADOPTADAS POR LA REPUBLICA FEDERATIVA DEL BRASIL, CON DIVERSOS PRODUCTOS PERTENECIENTES A LA OFERTA EXPORTABLE DE LA PROVINCIA DE SAN JUAN.",2012-05-18T00:00:00,DECLARACION,"CASELLES, GRACIELA MARIA"
HCDN137397,"DECLARAR DE INTERES DE LA HONORABLE CAMARA DE DIPUTADOS DE LA NACION EL CICLO DE CONFERENCIAS HISTORICAS: ACTIVIDADES VITIVINICOLAS, CITRICOLA, FORESTAL, OLIVICOLA DE LA REGION DE SALTO GRANDE, EVOLUCION Y RELACION CON LA ESTACION EXPERIMENTAL AGROPECUARIA DE CONCORDIA, QUE SE REALIZARA DEL 28 AL 30 DE MAYO DE 2012 EN CONCORDIA, PROVINCIA DE ENTRE RIOS.",2012-05-24T00:00:00,RESOLUCION,"MARTINEZ, JULIO CESAR"
HCDN137460,"EXPRESAR PREOCUPACION POR LA PRESENTACION REALIZADA POR LA ""UNION EUROPEA (UE) ANTE LA ORGANIZACION MUNDIAL DE COMERCIO (OMC), COMO CONSECUENCIA DE LAS RESTRICCIONES A LA IMPORTACION QUE IMPUSO NUESTRO PAIS.",2012-05-28T00:00:00,RESOLUCION,"BIANCHI, IVANA MARIA"
HCDN137499,"SISTEMA ELECTORAL PARA ELECCION DIRECTA DE PARLAMENTARIOS DEL MERCOSUR: MODIFICACION DE LA LEY 19945 (TO POR DECRETO 2135/83), Y MODIFICATORIAS.",2012-05-29T00:00:00,LEY,"STOLBIZER, MARGARITA ROSA"
HCDN137549,"DECLARAR DE INTERES DE LA H. CAMARA LA ""PRIMERA SEMANA PRODUCTIVA DEL NEA Y MERCOSUR"", A REALIZARSE DEL 6 AL 9 DE JUNIO DE 2012 EN LA PROVINCIA DE FORMOSA.",2012-05-31T00:00:00,RESOLUCION,"ORSOLINI, PABLO EDUARDO"
HCDN137669,"SOLICITAR AL PODER EJECUTIVO CON CARACTER DE URGENTE UNA REUNION DE CANCILLERES DE LA UNASUR Y DEL MERCOSUR A FIN DE FIJAR UNA POSICION CONJUNTA, FRENTE A LOS TRAGICOS ACONTECIMIENTOS SUSCITADOS EN LA REPUBLICA ARABE SIRIA.",2012-06-01T00:00:00,RESOLUCION,"NEGRI, MARIO RAUL"
HCDN137956,"DECLARAR DE INTERES DE LA HONORABLE CAMARA LA ""XXXIII JORNADA CITRICOLA NACIONAL"", A REALIZARSE LOS DIAS 7 Y 8 DE JUNIO DE 2012 EN CONCORDIA, PROVINCIA DE ENTRE RIOS.",2012-06-07T00:00:00,RESOLUCION,"MARTINEZ, JULIO CESAR"
HCDN138123,BIODIESEL. INCREMENTO DE LOS PORCENTAJES DE CORTE DE COMBUSTIBLES LIQUIDOS CON BIOCOMBUSTIBLES.,2012-06-12T00:00:00,LEY,"MALDONADO, VICTOR HUGO"
HCDN138345,"DECLARAR DE INTERES DE LA HONORABLE CAMARA EL SEMINARIO REGIONAL: ""GANADERIA Y COMPROMISO. DIAGNOSTICO Y PROPUESTAS PARA EL CRECIMIENTO SOSTENIDO DE LA CADENA DE LA CARNE VACUNA"", A REALIZARSE EL DIA 27 DE JUNIO DE 2012 EN LA CIUDAD CAPITAL DE LA PROVINCIA DE FORMOSA.",2012-06-18T00:00:00,RESOLUCION,"ORSOLINI, PABLO EDUARDO"
HCDN138359,EXPRESAR PREOCUPACION POR EL INCUMPLIMIENTO DE LA CUOTA HILTON DE EXPORTACION DE CORTES DE CARNE DE GRAN CALIDAD HACIA LA UNION EUROPEA.,2012-06-18T00:00:00,DECLARACION,"ORSOLINI, PABLO EDUARDO"
HCDN138521,EXPRESAR PREOCUPACION POR EL CUPO OTORGADO A NUESTRO PAIS BAJO EL REGIMEN DE CUOTA HILTON.,2012-06-22T00:00:00,RESOLUCION,"CASAÑAS, JUAN FRANCISCO"
HCDN138572,"DECLARAR DE INTERES DE LA HONORABLE CAMARA DE DIPUTADOS DE LA NACION EL ""SEMINARIO REGIONAL: GANADERIA Y COMPROMISO, DIAGNOSTICO Y PROPUESTAS PARA EL CRECIMIENTO SOSTENIDO DE LA CADENA DE LA CARNE VACUNA"", A REALIZARSE EL DIA 27 DE JUNIO DE 2012 EN LA CIUDAD CAPITAL DE LA PROVINCIA DE FORMOSA.",2012-06-25T00:00:00,RESOLUCION,"ORSOLINI, PABLO EDUARDO"
HCDN138573,"DECLARAR DE INTERES DE LA HONORABLE CAMARA DE DIPUTADOS DE LA NACION LA ""JORNADA DE PULVERIZACION TERRESTRE Y AREA, HACIA UNA APLICACION EFICIENTE DE FITOSANITARIOS"", A REALIZARSE LOS DIAS 28 Y 29 DE JUNIO DE 2012 EN ZAVALLA, PROVINCIA DE SANTA FE.",2012-06-25T00:00:00,RESOLUCION,"ORSOLINI, PABLO EDUARDO"
HCDN139004,"EXPRESAR RECHAZO POR LA IRREGULAR INCORPORACION DE LA REPUBLICA BOLIVARIANA DE VENEZUELA COMO MIEMBRO DEL MERCOSUR, EN REEMPLAZO DE LA REPUBLICA DEL PARAGUAY.",2012-07-03T00:00:00,DECLARACION,"BULLRICH, PATRICIA"
HCDN139007,"EXPRESAR PREOCUPACION POR EL CIERRE TRANSITORIO DEL ""FRIGORIFICO CARNES PAMPEANAS"", DEJANDO 295 TRABAJADORES SIN EMPLEO.",2012-07-03T00:00:00,DECLARACION,"KRONEBERGER, DANIEL RICARDO"
HCDN139150,"ACEITUNAS: ELIMINACION DE LOS DERECHOS DE EXPORTACION Y AMPLIACION DE LOS REINTEGROS APLICABLES A LAS EXPORTACIONES DE LAS PRESENTACIONES DE ACEITUNAS COMPRENDIDAS EN LAS POSICIONES ARANCELARIAS DE LA NOMENCLATURA COMUN DEL MERCOSUR (NMC) 0711.20.10, 0711.20.20 Y 0711.20.90.",2012-07-04T00:00:00,LEY,"MARTINEZ, JULIO CESAR"
HCDN139155,"PROHIBICION DEL INGRESO A LA REGION DEL NOA Y A LAS PROVINCIAS DE FORMOSA Y MISIONES, DE BANANAS (MUSSA SPP), QUE INCUMPLAN CON LOS REQUISITOS FITOSANITARIOS.",2012-07-04T00:00:00,LEY,"YARADE, FERNANDO"
HCDN139176,"EXPRESAR BENEPLACITO POR LA DECISION DE LOS ESTADOS MIEMBROS Y ASOCIADOS DEL MERCOSUR, DE IMPEDIR EL ACCESO A SUS PUERTOS DE BUQUES CON BANDERA ILEGAL DE LAS MALVINAS, E INTERCAMBIAR INFORMACION SOBRE CARGAS HIDROCARBURIFERAS ILEGALES, ADOPTADA EL DIA 29 DE JUNIO DE 2012 EN LA PROVINCIA DE MENDOZA.",2012-07-04T00:00:00,RESOLUCION,"BIANCHI, IVANA MARIA"
HCDN139191,EXPRESAR PREOCUPACION POR EL POSIBLE INGRESO Y TRANSITO EN LA REGION DEL NOROESTE ARGENTINO (NOA) DE BANANAS (MUSSA SPP.) QUE NO CUMPLEN LOS REQUISITOS FITOSANITARIOS.,2012-07-04T00:00:00,RESOLUCION,"YARADE, FERNANDO"
HCDN139210,"EXPRESAR ADHESION POR LA DECLARACION DEL MERCOSUR Y ESTADOS ASOCIADOS SUSCRIPTA EL DIA 29 DE JUNIO DE 2012, EN LA PROVINCIA DE MENDOZA, TITULADA: ""INTERCAMBIO DE INFORMACION ENTRE LOS ESTADOS PARTES DEL MERCOSUR Y ESTADOS ASOCIADOS SOBRE BUQUES O ARTEFACTOS NAVALES VINCULADOS A LA CUESTIONES DE LAS ISLAS MALVINAS"".",2012-07-05T00:00:00,DECLARACION,"FADUL, LILIANA"
HCDN139230,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON EL REGIMEN DE COMPENSACION DE ARANCELES DE LA EVALUACION PSICOFISICA DE CONDUCTORES PROFESIONALES.,2012-07-05T00:00:00,RESOLUCION,"OCAÑA, GRACIELA"
HCDN139282,"EXPRESAR BENEPLACITO POR LA DECISION DE PAISES MIEMBROS DEL MERCOSUR Y SUS ASOCIADOS, AL ASUMIR EL COMPROMISO DE IMPEDIR EL INGRESO DE BUQUES Y ARTEFACTOS NAVALES QUE ENARBOLEN LA BANDERA KELPER.",2012-07-06T00:00:00,DECLARACION,"ATANASOF, ALFREDO NESTOR"
HCDN139293,SOLICITAR AL PODER EJECUTIVO NACIONAL DISPONGA LAS MEDIDAS NECESARIAS PARA INCORPORAR EL ACEITE DE OLIVA Y ACEITUNAS DE MESA DENTRO DE LOS ARANCELES DEL MERCOSUR.,2012-07-10T00:00:00,DECLARACION,"MARTINEZ, JULIO CESAR"
HCDN138149,"DECLARAR DE INTERES DE LA HONORABLE CAMARA DE DIPUTADOS DE LA NACION LA ""I JORNADA PROVINCIAL FITOSANITARIA"", A REALIZARSE EL DIA 15 DE JUNIO DE 2012 EN VILLA MARIA, PROVINCIA DE CORDOBA",2012-07-12T00:00:00,RESOLUCION,"MARTINEZ, JULIO CESAR"
HCDN139511,"DECLARAR DE INTERES DE LA H. CAMARA EL V CONGRESO INTERNACIONAL ""GUARANI IDIOMA OFICIAL DEL MERCOSUR"", A REALIZARSE EL DIA 20 DE OCTUBRE DE 2012 EN ITUZAINGO, PROVINCIA DE CORRIENTES.",2012-07-12T00:00:00,RESOLUCION,"CHIENO, MARIA ELENA PETRONA"
HCDN139877,"DECLARAR DE INTERES DE LA HONORABLE CAMARA DE DIPUTADOS DE LA NACION EL ""TALLER NACIONAL SOBRE TECNOLOGIAS DISPONIBLES PARA LA PRODUCCION DE CARNES CAPRINAS Y ENSEÑANZAS DE LA PRODUCCION CAPRINA EN LAS UNIVERSIDADES ARGENTINAS"", A REALIZARSE DEL 15 AL 17 DE AGOSTO DE 2012 EN LA LOCALIDAD DE MALARGÜE, PROVINCIA DE MENDOZA.",2012-07-30T00:00:00,RESOLUCION,"ORSOLINI, PABLO EDUARDO"
HCDN139890,EXPRESAR BENEPLACITO POR LA INCORPORACION DE VENEZUELA AL MERCADO COMUN DEL SUR (MERCOSUR).,2012-07-30T00:00:00,DECLARACION,"ASSEFF, ALBERTO"
HCDN139931,"DECLARAR DE INTERES DE LA H. CAMARA EL ""VI CONGRESO NACIONAL Y III CONGRESO DEL MERCOSUR PARA EL MANEJO DE PASTIZALES NATURALES Y LAS II JORNADAS TECNICAS"", A REALIZARSE DEL 9 AL 12 DE AGOSTO DE 2013 EN LA CIUDAD DE SANTA ROSA, PROVINCIA DE LA PAMPA.",2012-08-01T00:00:00,RESOLUCION,"ORSOLINI, PABLO EDUARDO"
HCDN140090,"DECLARAR DE INTERES DE LA H. CAMARA EL ""X ENCUENTRO NACIONAL DE CARRERAS DE COMUNICACION - ENACOM -, I ENCUENTRO REGIONAL DEL MERCOSUR Y LA VII EDICION DE LA EXPOSICION DE TRABAJOS DE CARRERAS DE COMUNICACION"", A REALIZARSE DEL 5 AL 7 DE SEPTIEMBRE DE 2012 EN LA CIUDAD CAPITAL DE LA PROVINCIA DE MISIONES.",2012-08-06T00:00:00,RESOLUCION,"LEVERBERG, STELLA MARIS"
HCDN140103,"DECLARAR DE INTERES DE ESTA H. CAMARA EL ""TALLER NACIONAL SOBRE TECNOLOGIAS DISPONIBLES PARA LA PRODUCCION DE CARNES CAPRINAS Y ENSEÑANZA DE LA PRODUCCION CAPRINA EN LAS UNIVERSIDADES ARGENTINAS"", A REALIZARSE DEL 15 AL 17 DE AGOSTO DE 2012 EN MALARGÜE, PROVINCIA DE MENDOZA.",2012-08-06T00:00:00,RESOLUCION,"ORSOLINI, PABLO EDUARDO"
HCDN140110,EXPRESAR BENEPLACITO POR LA POSIBLE DECISION DE LEVANTAR LA SUSPENSION APLICADA AL PARAGUAY EN JUNIO DE 2012 POR PARTE DEL MERCOSUR.,2012-08-06T00:00:00,DECLARACION,"ASSEFF, ALBERTO"
HCDN140284,"EXPRESAR PREOCUPACION POR EL ANUNCIO DEL GOBIERNO DE MEXICO, RELACIONADO CON EL RETIRO DE LAS PREFERENCIAS ARANCELARIAS EN EL COMERCIO AUTOMOTOR QUE TENIA ARGENTINA CON DICHO PAIS.",2012-08-08T00:00:00,DECLARACION,"ATANASOF, ALFREDO NESTOR"
HCDN140295,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA IMPLEMENTACION DEL PARLAMENTO JUVENIL DEL MERCOSUR EN EL AMBITO DE LA PROVINCIA DE SANTA FE.,2012-08-08T00:00:00,RESOLUCION,"ALVAREZ, JORGE MARIO"
HCDN140362,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE LAS MEDIDAS TENDIENTES A REVERTIR EL DESCENSO DE LOS VOLUMENES E IMPORTES DE LAS EXPORTACIONES DE CARNE VACUNA.,2012-08-09T00:00:00,RESOLUCION,"ATANASOF, ALFREDO NESTOR"
HCDN140381,"DECLARAR DE INTERES DE LA HONORABLE CAMARA EL ""20° CONGRESO INTERPROVINCIAL DE ENTIDADES VECINALISTAS, 12° NACIONAL E INTERNACIONAL, 8° DEL MERCOSUR Y 5° LATINOAMERICANO"", A REALIZARSE DEL 16 AL 18 DE NOVIEMBRE DE 2012 EN COMODORO RIVADAVIA, PROVINCIA DEL CHUBUT.",2012-08-09T00:00:00,RESOLUCION,"PAIS, JUAN MARIO"
HCDN140390,"EXPRESAR PREOCUPACION ANTE LAS DECLARACIONES DEL PRESIDENTE DEL CONSEJO SUPERIOR DE COMERCIO EXTERIOR DE LA FEDERACION DE EMPRESARIOS DE SAN PABLO, BRASIL, RUBENS BARBOSA, POR LAS CUALES ADVIERTE QUE ARGENTINA SERA ""RESPONSABLE POR EL FINAL DEL BLOQUE DEL MERCOSUR"".",2012-08-09T00:00:00,DECLARACION,"ATANASOF, ALFREDO NESTOR"
HCDN140391,EXPRESAR APOYO AL RECLAMO EFECTUADO POR LA CANCILLERIA ARGENTINA ANTE EL COMITE SANITARIO Y FITOSANITARIO DE LA ORGANIZACION MUNDIAL DEL COMERCIO -OMC- EN RELACION A LAS TRABAS ADUANERAS QUE LOS GOBIERNOS DE JAPON Y ESTADOS UNIDOS DE AMERICA VIENEN IMPONIENDOLE A DETERMINADOS PRODUCTOS ARGENTINOS.,2012-08-09T00:00:00,DECLARACION,"ATANASOF, ALFREDO NESTOR"
HCDN140529,"DECLARAR DE INTERES DE LA HONORABLE CAMARA DE DIPUTADOS DE LA NACION EL EVENTO ""HASE 2012"", SIMPOSIO INTERNACIONAL DE APLICACIONES EFICIENTES DE FITOSANITARIOS, A REALIZARSE DEL 29 AL 31 DE AGOSTO DE 2012 EN LAS PAREJAS, PROVINCIA DE SANTA FE.",2012-08-13T00:00:00,RESOLUCION,"ORSOLINI, PABLO EDUARDO"
HCDN140555,"COMERCIO EXTERIOR: NOMENCLATURA COMUN DEL MERCOSUR (NCM) Y ARANCEL EXTERNO COMUN (AEC), APLICADO AL BIODIESEL; DEROGACION DEL DECRETO 1339/12.",2012-08-14T00:00:00,LEY,"CASAÑAS, JUAN FRANCISCO"
HCDN140608,"DECLARAR DE INTERES DE LA HONORABLE CAMARA EL SIMPOSIO DE POSTCOSECHA DE CITRICOS, A REALIZARSE DEL 22 AL 24 DE AGOSTO DE 2012 EN CONCORDIA, PROVINCIA DE ENTRE RIOS.",2012-08-15T00:00:00,RESOLUCION,"MARTINEZ, JULIO CESAR"
HCDN140668,PROGRAMA NACIONAL PARA LA GESTION DE ENVASES DE PRODUCTO FITOSANITARIOS: CREACION.,2012-08-16T00:00:00,LEY,"CASAÑAS, JUAN FRANCISCO"
