orden,proyecto_id,titulo,publicacion_fecha,tipo,autor,relevante_manual,dominio_manual,tema_manual,orientacion_manual,saliencia_manual,notas
160,HCDN208932,"DECLARESE EL 5 DE MARZO DE CADA AÑO COMO ""DIA NACIONAL DE LA SUBMARINISTA FEMENINA"".",2017-12-06T00:00:00,LEY,"DI STEFANO, DANIEL",,,,,,
161,HCDN143682,"EXPRESAR REPUDIO POR EL INTENTO INTIMIDATORIO DEL MILITAR RETIRADO GUSTAVO DE MARCHI CONTRA EL PERIODISTA DEL ""DIARIO DE CUYO"", CLAUDIO LEIVA, OCURRIDO EN EL MARCO DEL JUICIO POR DELITOS DE LESA HUMANIDAD LLEVADO ADELANTE POR EL TRIBUNAL ORAL FEDERAL DE LA PROVINCIA DE SAN JUAN.",2012-11-02T00:00:00,RESOLUCION,"CASELLES, GRACIELA MARIA",,,,,,
162,HCDN138968,"PEDIDO DE INFORMES VERBALES AL SEÑOR CANCILLER DE LA REPUBLICA ARGENTINA, HECTOR TIMERMAN, SOBRE SUS DECLARACIONES EN LA CUMBRE SOCIAL DEL MERCOSUR, EL 27 DE JUNIO DE 2012.",2012-06-29T00:00:00,RESOLUCION,"ALONSO, LAURA",,,,,,
163,HCDN126681,"APROBAR EL PROTOCOLO DE INTEGRACION EDUCATIVA Y RECONOCIMIENTO DE CERTIFICADOS, TITULOS Y ESTUDIOS DE NIVEL PRIMARIO / FUNDAMENTAL / BASICO Y MEDIO / SECUNDARIO, ENTRE LOS ESTADOS PARTE DEL MERCOSUR Y ESTADOS ASOCIADOS, SUSCRIPTO EN SAN JUAN, REPUBLICA ARGENTINA, EL 2 DE AGOSTO DE 2010.",2011-04-05T00:00:00,MENSAJE Y PROYECTO DE LEY,"FERNANDEZ DE KIRCHNER, CRISTINA",,,,,,
164,HCDN100400,"DECLARAR COMO ""CAPITAL NACIONAL DE LA HORTICULTURA"" A LA CIUDAD DE SANTA LUCIA, PROVINCIA DE CORRIENTES.",2008-10-23T00:00:00,LEY,"PORTELA, AGUSTIN ALBERTO",,,,,,
165,HCDN218467,"DECLARAR DE INTERES DE LA H. CAMARA LA OBRA ""RODOLFO WALSH - EL DOCUMENTAL"" DE AUTORIA DEL DOCTOR ESTEBAN CADOCHE.",2018-06-26T00:00:00,DECLARACION,"FRANA, SILVINA PATRICIA",,,,,,
166,HCDN197487,"DECLARAR DE INTERES DE LA H. CAMARA LA ""XV EXPO PROVINCIAL DE LA LECHE Y VI EXPO JERSEY ENTRERRIANA"", A REALIZARSE DEL 5 AL 7 DE MAYO DE 2017 EN LA LOCALIDAD DE NOGOYA, PROVINCIA DE ENTRE RIOS.",2017-04-21T00:00:00,RESOLUCION,"GAYOL, YANINA CELESTE",,,,,,
167,HCDN187586,"DECLARAR DE INTERES DE LA H. CAMARA EL ""IV CONGRESO IBEROAMERICANO EMDR TRAUMA PSICOLOGICO"", A REALIZARSE DEL 21 DE OCTUBRE AL 1° DE NOVIEMBRE DE 2016, EN LA CIUDAD AUTONOMA DE BUENOS AIRES.",2016-07-01T00:00:00,RESOLUCION,"DURAND CORNEJO, GUILLERMO MARIO",,,,,,
168,HCDN247756,"EXPRESAR BENEPLACITO POR LA INICIATIVA DE REPRESENTANTES ARGENTINOS DEL ""PARLAMENTO DEL MERCOSUR"", QUE PROPONE ESTABLECER COMO BIEN DE USO PUBLICO, UNIVERSAL Y GRATUITO EN EL MERCOSUR, LA FORMULA GENERICA DE LA POSIBLE VACUNA DEL COVID-19.",2021-03-02T00:00:00,DECLARACION,"BRITEZ, MARIA CRISTINA",,,,,,
169,HCDN111180,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE RESOLUCION REMITIDA POR LA AUDITORIA GENERAL DE LA NACION REFERENTE A LOS ESTADOS FINANCIEROS AL 31 DE DICIEMBRE DE 2007, CORRESPONDIENTES AL PROYECTO DE DESARROLLO RURAL DE LAS PROVINCIAS DEL NORESTE ARGENTINO (NEA) - CONTRATO DE PRESTAMO 417-AR FIDA.",2009-09-22T00:00:00,RESOLUCION,PARLAMENTARIA MIXTA REVISORA DE CUENTAS,,,,,,
170,HCDN138496,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA EXPORTACION DE CARNES DE LA CUOTA HILTON PERIODO 2011-2012.,2012-06-21T00:00:00,RESOLUCION,"FORTE, ULISES UMBERTO JOSE",,,,,,
171,HCDN215181,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DENUNCIAS RECIBIDAS POR LA DIRECCION NACIONAL DE DEFENSA DEL CONSUMIDOR, CON RESPECTO A LA ADULTERACION DE LOS ROTULOS INFORMATIVOS Y/O AL CAMBIO DE CONDICIONES DE CONSERVACION DE CARNE PORCINA DE ORIGEN EXTRANJERO, CONGELADA O FRESCA.",2018-05-18T00:00:00,RESOLUCION,"BUCCA, EDUARDO",,,,,,
172,HCDN098025,"LENGUA GUARANI, INCORPORACION AL MERCOSUR COMO LENGUA OFICIAL.",2008-08-25T00:00:00,LEY,"GALANTINI, EDUARDO LEONEL",,,,,,
173,HCDN246572,"""LEY ALBERDI"". ESTABLECESE LA CAPACITACION OBLIGATORIA EN TEMATICAS CONSTITUCIONALES PARA TODOS LOS LEGISLADORES Y FUNCIONARIOS Y EMPLEADOS QUE SE DESEMPEÑEN EN LA ADMINISTRACION PUBLICA, EN CUALQUIER NIVEL Y JERARQUIA DE LOS PODERES EJECUTIVO Y LEGISLATIVO DE LA NACION Y EN CUALQUIERA DE SUS ORGANOS DESCENTRALIZADOS.",2020-11-25T00:00:00,LEY,"FRADE, MONICA EDITH",,,,,,
174,HCDN189016,"TRAMITES URGENTES O PREFERENCIALES. PROHIBICION EN EL AMBITO DE LA ADMINISTRACION PUBLICA, DEL COBRO DE ARANCELES, RECARGOS O CANONES ESPECIALES PARA SU REALIZACION.",2016-08-04T00:00:00,LEY,"BERMEJO, SIXTO OSVALDO",,,,,,
175,HCDN192670,"DECLARAR DE INTERES DE LA H. CAMARA LAS PUBLICACIONES DESTINADAS A LA ENSEÑANZA DE LA LENGUA ONA EN EL TALLER ""JULIO LEGUIZAMON"", REALIZADAS POR LA SEÑORA EMMA ISABEL GALLARDO DE LEGUNDA.",2016-11-07T00:00:00,RESOLUCION,"PEREZ, MARTIN ALEJANDRO",,,,,,
176,HCDN274683,"ADHIERASE A LA MERCOSUR/CMC/DEC. 54/15 APROBADA POR EL CONSEJO DEL MERCADO COMUN. POR EL CUAL SE CREA EL REGIMEN DE ""COOPERATIVAS DEL MERCOSUR"".",2024-04-22T00:00:00,LEY,"PASSO, MARCELA FABIANA",,,,,,
177,HCDN280432,"EXPRESAR BENEPLACITO POR LA PROPUESTA DEL PRESIDENTE JAVIER MILEI, DURANTE LA 65ª CUMBRE DE PRESIDENTES DE LOS ESTADOS PARTE DEL MERCOSUR DESARROLLADA EL 6 DE DICIEMBRE EN MONTEVIDEO, DE CREAR UNA AGENCIA REGIONAL PARA LUCHAR CONTRA EL CRIMEN TRANSNACIONAL ORGANIZADO.",2024-12-16T00:00:00,RESOLUCION,"IGLESIAS, FERNANDO ADOLFO",,,,,,
178,HCDN140778,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LOS FUNDAMENTOS DEL DICTADO DE LA RESOLUCION 1436/12 DE LA SECRETARIA DE ENERGIA DE LA NACION, SOBRE ESTABLECIMIENTO DEL PRECIO A RECIBIR POR LAS EMPRESAS ELABORADORAS DE BIODIESEL.",2012-08-22T00:00:00,RESOLUCION,"TUNESSI, JUAN PEDRO",,,,,,
179,HCDN159738,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA FALTA DE AGUA Y ESTADO DE LAS OBRAS HIDRICAS ANUNCIADAS PARA LA LOCALIDAD DE CALETA OLIVIA, PROVINCIA DE SANTA CRUZ.",2014-03-06T00:00:00,RESOLUCION,"BIANCHI, IVANA MARIA",,,,,,
180,HCDN110181,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON EL PROGRAMA ""INGRESO SOCIAL CON TRABAJO"".",2009-11-05T00:00:00,RESOLUCION,"CUCCOVILLO, RICARDO OSCAR",,,,,,
181,HCDN172368,"SOLICITAR AL PODER EJECUTIVO DISPONGA LAS MEDIDAS NECESARIAS PARA PROMOVER LA SUSPENSION DE LA REPUBLICA BOLIVARIANA DE VENEZUELA DEL BLOQUE REGIONAL DEL MERCOSUR, POR LAS REITERADAS VIOLACIONES DE LOS VALORES DEMOCRATICOS POR PARTE DEL GOBIERNO DE ESE PAIS.",2015-03-03T00:00:00,RESOLUCION,"GRIBAUDO, CHRISTIAN ALEJANDRO",,,,,,
182,HCDN179932,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA NOTA QUE ENVIO A NUESTRO PAIS EL ""COMITE DE CONTROL DE FICHEROS DE INTERPOL"", A FIN DE REANALIZAR LA VIGENCIA Y FUNDAMENTOS DE LAS ORDENES DE CAPTURA ROJAS EMITIDAS CONTRA TRES DE LOS IMPUTADOS EN LA ""CAUSA AMIA"".",2015-09-16T00:00:00,RESOLUCION,"CARRIO, ELISA MARIA AVELINA",,,,,,
183,HCDN096121,"DECLARAR DE INTERES PARLAMENTARIO LA ""CUMBRE DE JEFES DE ESTADOS DEL MERCOSUR"", A REALIZARSE LOS DIAS 30 DE JUNIO Y 1 DE JULIO DE 2008 EN LA CIUDAD CAPITAL DE LA PROVINCIA DE TUCUMAN.",2008-06-10T00:00:00,DECLARACION,"ALFARO, GERMAN ENRIQUE",,,,,,
184,HCDN152266,EXPRESAR PREOCUPACION POR LA CAIDA DE LAS EXPORTACIONES DE CARNE VACUNA.,2013-05-28T00:00:00,DECLARACION,"ALONSO, GUMERSINDO FEDERICO",,,,,,
185,HCDN263289,SOLICITAR AL PODER EJECUTIVO DISPONGA LAS MEDIDAS NECESARIAS PARA LA INCORPORACION DE DIVERSAS MERCADERIAS AL PROGRAMA DE INCREMENTO EXPORTADOR.,2022-09-23T00:00:00,RESOLUCION,"TACCETTA, MATIAS",,,,,,
186,HCDN136754,"DECLARAR DE INTERES DE LA HONORABLE CAMARA LA PRIMERA JORNADA A CAMPO DEL INSTITUTO DE LA CARNE VACUNA ARGENTINA (IPCVA) EN LA RIOJA, A REALIZARSE EN DICHA PROVINCIA, EL 30 DE MAYO DE 2012.",2012-05-16T00:00:00,RESOLUCION,"MARTINEZ, JULIO CESAR",,,,,,
187,HCDN166202,"EXPRESAR BENEPLACITO POR EL TRASPASO DE LA PRESIDENCIA PRO TEMPORE DEL MERCADO COMUN DEL SUR - MERCOSUR -, A NUESTRO PAIS.",2014-08-11T00:00:00,RESOLUCION,"GALLARDO, MIRIAM GRACIELA",,,,,,
188,HCDN254964,"COMUNICACION DEL DECRETO DE FACULTADES DELEGADAS N° 852 DEL 14 DE DICIEMBRE DEL 2021 POR EL CUAL SE FIJA EN 0 % LA ALICUOTA DEL DERECHO DE EXPORTACION PARA LOS PRODUCTOS QUE REVISTAN LA CONDICION DE ECOLOGICOS, BIOLOGICOS U ORGANICOS, Y REDUCE EN 5 P.P. LA ALICUOTA DEL DERECHO DE EXPORTACION PARA DETERMINADAS MERCADERIAS ARANCELADAS DEL MERCOSUR.",2021-12-17T00:00:00,MENSAJE,"MANZUR, JUAN LUIS",,,,,,
189,HCDN105403,"TELEGRAMA CARTA DOCUMENTO LABORAL CON CARACTER GRATUITO - LEY 23789 -. MODIFICACIONES, SOBRE EXTENSION DE LA GRATUIDAD A LOS FAMILIARES Y/O DERECHOHABIENTES DE LOS TRABAJADORES.",2009-05-06T00:00:00,LEY,"LEGUIZAMON, MARIA LAURA",,,,,,
190,HCDN159857,"EXPRESAR BENEPLACITO POR EL ""DIA DEL MERCOSUR"" A CELEBRARSE EL 26 DE MARZO DE 2014.",2014-03-07T00:00:00,DECLARACION,"ASSEFF, ALBERTO",,,,,,
191,HCDN245779,FIJASE EN 7% LAS ALICUOTAS DE LOS REINTEGROS A LA EXPORTACION (R.E.) PARA LAS POSICIONES ARANCELARIAS DE LA NOMENCLATURA COMUN DEL MERCOSUR (N.C.M.) PARA UVAS FRESCAS Y PASAS DE UVA.,2020-10-26T00:00:00,LEY,"CASELLES, GRACIELA MARIA",,,,,,
192,HCDN100998,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE LA EXPORTACION DE CARNE POR PARTE DE LOS FRIGORIFICOS.,2008-11-19T00:00:00,RESOLUCION,"VIALE, LISANDRO ALFREDO",,,,,,
193,HCDN164592,"EXPRESAR ADHESION POR LOS FESTEJOS DEL 76° ANIVERSARIO DE LA PARROQUIA ""NUESTRA SEÑORA DEL PERPETUO SOCORRO"", DE CHARATA, PROVINCIA DEL CHACO,",2014-06-18T00:00:00,RESOLUCION,"TEJEDOR, MIGUEL ANGEL",,,,,,
194,HCDN169913,"PRODUCTOS CARNICOS. SE ELIMINAN LOS DERECHOS DE EXPORTACION DE LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR - NCM -"".",2014-11-19T00:00:00,LEY,"TORROBA, FRANCISCO JAVIER",,,,,,
195,HCDN254384,BIOCOMBUSTIBLES - LEY 27640 -. MODIFICACIONES.,2021-11-23T00:00:00,LEY,"GUTIERREZ, CARLOS MARIO",,,,,,
196,HCDN245513,"DECLARAR DE INTERES DE LA H. CAMARA EL 30 ANIVERSARIO DE LA FIRMA DEL ""TRATADO DE ASUNCION"" Y CONSTITUCION DEL ""MERCADO COMUN DEL SUR - MERCOSUR -"".",2020-10-16T00:00:00,RESOLUCION,"GINOCCHIO, SILVANA MICAELA",,,,,,
197,HCDN127658,PEDIDO DE INFORMES AL PODER EJECUTIVO NACIONAL SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LOS ARANCELES QUE PUEDE REQUERIR EL SENASA A LOS DESPACHANTES DE ANIMALES VIVOS Y OTRAS CUESTIONES CONEXAS.,2011-05-11T00:00:00,RESOLUCION,"BULLRICH, PATRICIA",,,,,,
198,HCDN190817,"DECLARAR DE INTERES DE LA H. CAMARA EL 187 ANIVERSARIO DE LA FUNDACION DE LA LOCALIDAD DE MONTE CASEROS, A REALIZARSE EL 5 DE OCTUBRE DE 2016 EN LA PROVINCIA DE CORRIENTES.",2016-09-16T00:00:00,RESOLUCION,"RUBIN, CARLOS GUSTAVO",,,,,,
199,HCDN255775,SISTEMA ARGENTINO DE TRAZABILIDAD DE LOS PRODUCTOS DE LA PESCA Y LA ACUICULTURA. CREACION.,2022-03-02T00:00:00,LEY,"GARCIA, XIMENA",,,,,,
200,HCDN113266,"PEDIDO DE INFORMES AL PODER EJECUTIVO NACIONAL SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LOS ESTUDIOS REALIZADOS AL AGUA DE CONSUMO DOMICILIARIO Y PARA LOS SERES HUMANOS EN LA CIUDAD DE LA PLATA, PROVINCIA DE BUENOS AIRES.",2010-03-11T00:00:00,RESOLUCION,"CUCCOVILLO, RICARDO OSCAR",,,,,,
201,HCDN275238,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON EL LANZAMIENTO DE LA LINEA DE CREDITOS HIPOTECARIOS AJAUSTABLES POR UNIVADES DE VALOR ADQUIRIDO (UVA), DEL BANCO DE LA NACION ARGENTINA.",2024-05-13T00:00:00,RESOLUCION,"COBOS, JULIO",,,,,,
202,HCDN245089,"SOLICITAR AL PODER EJECUTIVO DISPONGA GARANTIZAR EL DERECHO CONSTITUCIONAL DE LIBRE TRANSITO DE PERSONAS Y BIENES ENTRE LAS PROVINCIAS ARGENTINAS, Y OTRAS CUESTIONES CONEXAS.",2020-10-05T00:00:00,RESOLUCION,"BERHONGARAY, MARTIN ANTONIO",,,,,,
203,HCDN103226,"COMBUSTIBLES LIQUIDOS Y GAS NATURAL, LEY 23966: MODIFICACION DE LOS ARTICULOS 19 Y 20 (DISTRIBUCION DE FONDOS) (REPRODUCCION DEL EXPEDIENTE 5079-D-07).",2009-03-02T00:00:00,LEY,"COMELLI, ALICIA MARCELA",,,,,,
204,HCDN150918,"REGIMEN REGULATORIO DE LA INDUSTRIA Y COMERCIALIZACION DE GAS LICUADO DE PETROLEO - LEY 26020 -; MODIFICACION DEL ARTICULO 45, SOBRE FONDO FIDUCIARIO PARA SUBSIDIOS DE CONSUMOS RESIDENCIALES DE ""GAS LICUADO DE PETROLEO, GLP"".",2013-04-29T00:00:00,LEY,"MALDONADO, VICTOR HUGO",,,,,,
205,HCDN168178,"EXPRESAR PREOCUPACION POR LA ENCUESTA DE VICTIMIZACION, SEGUN LA CUAL BUENOS AIRES Y EL CONURBANO SE ENCUENTRAN ENTRE LOS DISTRITOS DE MAYOR CANTIDAD DE DELITOS DE AMERICA LATINA.",2014-10-07T00:00:00,RESOLUCION,"BIANCHI, IVANA MARIA",,,,,,
206,HCDN120878,"DECLARAR DE INTERES DE LA HONORABLE CAMARA LAS JORNADAS DE IDENTIFICACION Y TRAZABILIDAD AGROALIMENTARIA, A REALIZARSE LOS DIAS 1 Y 2 DE NOVIEMBRE DE 2010 EN LA CIUDAD AUTONOMA DE BUENOS AIRES.",2010-10-02T00:00:00,RESOLUCION,"MARTINEZ, JULIO CESAR",,,,,,
207,HCDN118763,"EXPRESAR BENEPLACITO POR LA REALIZACION Y LOS RESULTADOS DE LA XXXIX REUNION DEL CONSEJO DEL MERCADO COMUN Y CUMBRE DE JEFAS Y JEFES DE ESTADO DEL MERCOSUR Y ESTADOS ASOCIADOS, REALIZADA EL 2 Y 3 DE AGOSTO EN LA CIUDAD DE SAN JUAN.",2010-08-06T00:00:00,RESOLUCION,"GODOY, RUPERTO EDUARDO",,,,,,
208,HCDN117405,"""EVA PERON"". DESIGNASE COMO TAL AL EDIFICIO UBICADO EN LA AVENIDA 9 DE JULIO 1925 DE LA CIUDAD AUTONOMA DE BUENOS AIRES.",2010-06-23T00:00:00,LEY,"CORTINA, ROY",,,,,,
209,HCDN163481,"SOLICITAR AL PODER EJECUTIVO DISPONGA LAS MEDIDAS NECESARIAS PARA INCLUIR EN LAS RONDAS DE NEGOCIACIONES CON LA REPUBLICA FEDERATIVA DEL BRASIL EN EL AMBITO DEL MERCADO COMUN DEL SUR - MERCOSUR -, LA POSIBILIDAD DE OTORGAR A LA ZONA FRANCA DE GENERAL PICO - PROVINCIA DE LA PAMPA, IDENTICO TRATAMIENTO DEL CONTEMPLADO EN LA DECISION N° 8/94.",2014-05-20T00:00:00,RESOLUCION,"FERNANDEZ MENDIA, GUSTAVO RODOLFO",,,,,,
210,HCDN188079,"SOLICITAR AL PODER EJECUTIVO DISPONGA LAS MEDIDAS NECESARIAS PARA GESTIONAR LA APLICACION DEL ARTICULO 5° DEL PROTOCOLO DE OURO PRETO, LEY 24560, A LOS EFECTOS DEL TRASPASO DE LA PRESIDENCIA DEL ""CONSEJO DEL MERCADO COMUN (MERCOSUR)"" A LA REPUBLICA BOLIVARIANA DE VENEZUELA.",2016-07-14T00:00:00,RESOLUCION,"GAILLARD, ANA CAROLINA",,,,,,
211,HCDN117823,"EXPRESAR BENEPLACITO POR EL DICTADO DE LOS DECRETO 700 Y 701/10, POR LOS CUALES SE REALIZAN ESTUDIOS QUE PERMITIRAN A FAMILIAS DE COMUNIDADES INDIGENAS INSTRUMENTAR LA TITULARIDAD EN LA POSESION DE SUS ANCESTRALES PROPIEDADES.",2010-07-05T00:00:00,DECLARACION,"PERIE, HUGO RUBEN",,,,,,
212,HCDN158374,"EXPRESAR PREOCUPACION POR LA NUEVA RESTRICCION AL BIODIESEL ARGENTINO, QUE IMPUSO EL GOBIERNO DE ESPAÑA.",2013-11-26T00:00:00,RESOLUCION,"BIANCHI, IVANA MARIA",,,,,,
213,HCDN181520,PROGRAMA DESTINADO AL FORTALECIMIENTO DE LA LABOR DE LOS BIBLIOTECARIOS POPULARES QUE FUNCIONARA EN EL AMBITO DE LA COMISION NACIONAL DE BIBLIOTECAS POPULARES - CONABIP -. CREACION.,2015-12-02T00:00:00,LEY,"CORTINA, ROY",,,,,,
214,HCDN230098,"DECLARAR DE INTERES DE LA H. CAMARA LA ""25 FIESTA DEL CHOCLO Y LA HUMITA"", REALIZADA DEL 15 AL 17 DE MARZO DE 2019 EN LA LOCALIDAD DE EL SAUCE, PROVINCIA DEL NEUQUEN.",2019-03-22T00:00:00,RESOLUCION,"SAPAG, ALMA LILIANA",,,,,,
215,HCDN287642,FIJASE EN CERO POR CIENTO (0 %) LA ALICUOTA DEL DERECHO DE EXPORTACION PARA LAS MERCADERIAS DE LA NOMENCLATURA COMUN DEL MERCOSUR CORRESPONDIENTES A LOS MINERALES Y BARRAS DE PLATA EN BRUTO.,2025-09-23T00:00:00,LEY,"REYES, ROXANA NAHIR",,,,,,
216,HCDN198269,"COMUNIDADES INDIGENAS - LEY 26160 -. MODIFICACION, SOBRE LA EMERGENCIA EN MATERIA DE POSESION Y PROPIEDAD DE LAS TIERRAS.",2017-05-09T00:00:00,LEY,"ARGUMEDO, ALCIRA SUSANA",,,,,,
217,HCDN180660,"DECLARAR DE INTERES DE LA H. CAMARA EL XI ENCUENTRO DE ESCRITORES DEL MERCOSUR, VIII CONGRESO INTERNACIONAL DE EDUCACION INTERCULTURAL Y LITERATURA CONTEMPORANEA Y V ENCUENTRO DE PRODUCTORES CULTURALES DEL MERCOSUR, QUE ANUALMENTE SE CELEBRA EN EL MES DE OCTUBRE EN PUERTO IGUAZU, PROVINCIA DE MISIONES.",2015-10-08T00:00:00,RESOLUCION,"PERIE, JULIA ARGENTINA",,,,,,
218,HCDN283435,EXPRESAR QUE VERIA CON AGRADO QUE EL PODER EJECUTIVO GESTIONE LOS MEDIOS NECESARIOS PARA CONCRETAR UN ACUERDO DE RECIPROCIDAD ARANCELARIA CON LOS ESTADOS UNIDOS DE AMERICA.,2025-03-31T00:00:00,DECLARACION,"MILMAN, GERARDO",,,,,,
219,HCDN245430,"SOLICITAR AL PODER EJECUTIVO DISPONGA INCORPORAR A LA PAPELERIA OFICIAL LA LEYENDA ""2021 - AÑO DEL MERCOSUR"", EN CONMEMORACION DEL TRIGESIMO ANIVERSARIO DE LA FIRMA DEL ""TRATADO DE ASUNCION"", QUE DIO ORIGEN AL ""MERCOSUR"".",2020-10-15T00:00:00,DECLARACION,"MARZIOTTA, GISELA",,,,,,
220,HCDN113530,SOLICITAR AL PODER EJECUTIVO DISPONGA ARBITRAR LOS MEDIOS PARA QUE LOS PAISES MIEMBROS DEL MERCOSUR REHUSEN BRINDAR APOYO LOGISTICO Y ASISTENCIA TECNICO OPERATIVA A LOS BUQUES Y AERONAVES QUE PRETENDAN REALIZAR EXPLORACION O EXPLOTACION DE HIDROCARBUROS EN LA ZONA MARITIMA ARGENTINA.,2010-03-17T00:00:00,RESOLUCION,"FADUL, LILIANA",,,,,,
221,HCDN153172,SOLICITAR AL PODER EJECUTIVO DISPONGA RESPALDAR A LA REPUBLICA DEL PARAGUAY COMO PRESIDENTE PROTEMPORE DEL MERCOSUR.,2013-06-28T00:00:00,DECLARACION,"ASSEFF, ALBERTO",,,,,,
222,HCDN247458,EXPRESAR REPUDIO A TODO ACTO JUDICIAL QUE PONGA EN RIESGO LA GARANTIA CONSTITUCIONAL DE PROTECCION DEL SECRETO DE LAS FUENTES INFORMATIVAS Y LIBERTAD DE PRENSA.,2021-02-08T00:00:00,RESOLUCION,"UCEDA, MARISA LOURDES",,,,,,
223,HCDN127925,BANDERA DEL MERCOSUR: SE DISPONE SU IZAMIENTO OBLIGATORIO JUNTO AL PABELLON NACIONAL EN EDIFICIOS PUBLICOS.,2011-05-20T00:00:00,LEY,"GONZALEZ, JUAN DANTE",,,,,,
224,HCDN240918,PRESUPUESTOS MINIMOS DE PROTECCION AMBIENTAL PARA LA TRAZABILIDAD DE AGROQUIMICOS.,2020-05-26T00:00:00,LEY,"ZAMARBIDE, FEDERICO RAUL",,,,,,
225,HCDN110209,"SOLICITAR AL PODER EJECUTIVO DISPONGA LAS MEDIDAS NECESARIAS PARA PROPONER LA CREACION DE UNA AGENCIA AMBIENTAL DEL ""MERCOSUR"" EN LA SIGUIENTE ""CUMBRE DE PRESIDENTES"" A REALIZARSE EL 16 DE DICIEMBRE DE 2009, CON EL OBJETO DE ESTABLECER UNA LEGISLACION AMBIENTAL COMUN PARA EL BLOQUE.",2009-11-06T00:00:00,RESOLUCION,"IGLESIAS, FERNANDO ADOLFO",,,,,,
226,HCDN228260,"SUSPENSION DE LA APLICACION DE LA LEY 27120, ELECCION DE PARLAMENTARIOS DEL MERCOSUR, HASTA EL 31 DE DICIEMBRE DE 2020. SE EXCEPTUA A LOS PARLAMENTARIOS ELEGIDOS EL 25 DE OCTUBRE DE 2015.",2019-03-08T00:00:00,LEY,"CARRIO, ELISA MARIA AVELINA",,,,,,
227,HCDN255849,EXPRESAR PREOCUPACION POR LOS HECHOS DE CORRUPCION DEL EX JUEZ JUAN PABLO MORALES Y DEMAS FUNCIONARIOS DE LA PROVINCIA DE CATAMARCA.,2022-03-02T00:00:00,RESOLUCION,"MANZI, RUBEN",,,,,,
228,HCDN234969,"SOLICITAR AL PODER EJECUTIVO DISPONGA LAS MEDIDAS NECESARIAS PARA QUE EL ""MERCADO COMUN DEL SUR - MERCOSUR -"", PROMUEVA ESTRATEGIAS URGENTES PARA LA CONSERVACION Y PROTECCION AMBIENTAL DE LA SELVA AMAZONICA.",2019-08-23T00:00:00,RESOLUCION,"AUSTIN, BRENDA LIS",,,,,,
229,HCDN143137,"APROBACION DEL PROTOCOLO DE MONTEVIDEO SOBRE COMPROMISO CON LA DEMOCRACIA EN EL MERCOSUR (USHUAIA II) SUSCRIPTO EN LA CIUDAD DE MONTEVIDEO - REPUBLICA ORIENTAL DEL URUGUAY, EL 20 DE DICIEMBRE DE 2011.",2012-10-09T00:00:00,MENSAJE Y PROYECTO DE LEY,"FERNANDEZ DE KIRCHNER, CRISTINA",,,,,,
230,HCDN244847,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DISTINTAS CUESTIONES VINCULADAS AL ""PROGRAMA ARGENTINA UNIDA POR LA INTEGRACION DE LOS BARRIOS POPULARES"", CUYO OBJETIVO ES EL FINANCIAMIENTO DE CONEXIONES DOMICILIARIAS A LAS REDES ELECTRICA, DE AGUA POTABLE Y CLOACAS Y LA CONSTRUCCION DE ESPACIOS COMUNITARIOS EN LOS BARRIOS DEL RENABAP.",2020-09-29T00:00:00,RESOLUCION,"BERISSO, HERNAN",,,,,,
231,HCDN252573,ARGENTINA DIGITAL - LEY 27078 -. MODIFICACIONES SOBRE EL FOMENTO DE COMPARTICION DE INFRAESTRUCTURA PASIVA Y COMPETENCIAS DE LAS TICS.,2021-08-06T00:00:00,LEY,"BERISSO, HERNAN",,,,,,
232,HCDN107475,RENDIR HOMENAJE Y RECONOCIMIENTO A LA VIDA Y OBRA DE EVA DUARTE DE PERON AL CUMPLIRSE EL 57 ANIVERSARIO DE SU FALLECIMIENTO EL DIA 26 DE JULIO DE 2009.,2009-07-07T00:00:00,RESOLUCION,"SALIM, JUAN ARTURO",,,,,,
233,HCDN173050,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LOS CUPOS DE LA ""CUOTA HILTON"".",2015-03-12T00:00:00,RESOLUCION,"BIANCHI, IVANA MARIA",,,,,,
